日期,类型,主题,新词序号,单词,中文,词组
Day 68,新词,语言与沟通,29,translator,译者；翻译家,a book translator
Day 68,新词,语言与沟通,30,spell,拼写；拼读,spell a word
Day 68,新词,语言与沟通,31,read,读；阅读,read aloud
Day 68,新词,语言与沟通,32,write,写；写作,write a letter
Day 68,新词,语言与沟通,33,speak,说；讲,speak English
Day 68,新词,语言与沟通,34,talk,谈话；交谈,talk to
Day 68,新词,语言与沟通,35,tell,告诉；讲述,tell a story
Day 68,新词,语言与沟通,36,say,说；讲,he says
Day 68,新词,语言与沟通,37,call,叫；称呼,call him Tom
Day 68,新词,语言与沟通,38,shout,呼喊；喊叫,shout at
Day 69,复习,城市与建筑复习,—,—,复习 31 词,看英文说中文
Day 69,复习,天气与气候复习,—,—,复习 56 词,看英文说中文
Day 69,复习,语言与沟通复习,—,—,复习 38 词,看英文说中文
Day 69,复习,模糊词回炉,—,"用户标""模糊""词",逐个过,只过不熟的
Day 69,复习,易混词辨析,—,本周期易混词 1,辨析,形近/义近对比
Day 69,复习,易混词辨析,—,本周期易混词 2,辨析,形近/义近对比
Day 69,复习,听写测试,—,本周期 125 词,听写,家长报中文孩子写英文
Day 70,休息,—,—,—,休息,—
Day 71,新词,语言与沟通,39,scream,尖叫；惊叫,scream for help
Day 71,新词,语言与沟通,40,whisper,低声说；耳语,whisper to
Day 71,新词,语言与沟通,41,mumble,咕哝；含糊地说,mumble to oneself
Day 71,新词,语言与沟通,42,mutter,咕哝；抱怨,mutter to
Day 71,新词,语言与沟通,43,reply,回答；答复,reply to
Day 71,新词,语言与沟通,44,respond,回答；反应,respond to
Day 71,新词,语言与沟通,45,answer,回答；答案,answer the question
Day 71,新词,语言与沟通,46,listen,听；倾听,listen to
Day 71,新词,语言与沟通,47,hear,听见；听说,hear from
Day 71,新词,语言与沟通,48,sound,声音；听起来,a strange sound
Day 71,新词,语言与沟通,49,voice,声音；嗓音,loud voice
Day 71,新词,语言与沟通,50,noise,噪声；喧闹声,what's the noise
Day 71,新词,语言与沟通,51,loudness,响度；大声,the loudness of
Day 71,新词,语言与沟通,52,silence,沉默；寂静,keep silence
Day 71,新词,语言与沟通,53,quiet,安静；寂静,in quiet
Day 71,新词,语言与沟通,54,communication,交流；通讯,good communication
Day 71,新词,语言与沟通,55,expression,表达；表情,facial expression
Day 71,新词,语言与沟通,56,gesture,姿势；手势,hand gesture
Day 71,新词,科技与媒体,1,computer,电脑,use a computer
Day 71,新词,科技与媒体,2,laptop,笔记本电脑,work on a laptop
Day 71,新词,科技与媒体,3,phone,电话,answer the phone
Day 71,新词,科技与媒体,4,smartphone,智能手机,use a smartphone
Day 71,新词,科技与媒体,5,mobile,移动的；手机,mobile phone
Day 71,新词,科技与媒体,6,TV,电视,watch TV
Day 71,新词,科技与媒体,7,radio,收音机,listen to the radio
Day 72,新词,科技与媒体,8,camera,相机,take a photo
Day 72,新词,科技与媒体,9,video,视频,record a video
Day 72,新词,科技与媒体,10,screen,屏幕,on the screen
Day 72,新词,科技与媒体,11,keyboard,键盘,type on a keyboard
Day 72,新词,科技与媒体,12,mouse,鼠标,computer mouse
Day 72,新词,科技与媒体,13,printer,打印机,use a printer
Day 72,新词,科技与媒体,14,internet,互联网,surf the internet
Day 72,新词,科技与媒体,15,website,网站,visit a website
Day 72,新词,科技与媒体,16,email,电子邮件,send an email
Day 72,新词,科技与媒体,17,message,消息,text message
Day 72,新词,科技与媒体,18,text,短信,send a text
Day 72,新词,科技与媒体,19,call,打电话,make a phone call
Day 72,新词,科技与媒体,20,app,应用程序,mobile app
Day 72,新词,科技与媒体,21,online,在线,go online
Day 72,新词,科技与媒体,22,digital,数字的,digital camera
Day 72,新词,科技与媒体,23,technology,技术,modern technology
Day 72,新词,科技与媒体,24,machine,机器,washing machine
Day 72,新词,科技与媒体,25,robot,机器人,humanoid robot
Day 72,新词,科技与媒体,26,science,科学,science class
Day 72,新词,科技与媒体,27,scientist,科学家,a famous scientist
Day 72,新词,科技与媒体,28,engineer,工程师,civil engineer
Day 72,新词,科技与媒体,29,invention,发明,a great invention
Day 72,新词,科技与媒体,30,invent,发明,invent a machine
Day 72,新词,科技与媒体,31,discover,发现,discover something new
Day 72,新词,科技与媒体,32,discovery,发现,great discovery
Day 73,新词,科技与媒体,33,experiment,实验,do an experiment
Day 73,新词,科技与媒体,34,research,研究,scientific research
Day 73,新词,科技与媒体,35,satellite,卫星,communication satellite
Day 73,新词,科技与媒体,36,planet,行星,on another planet
Day 73,新词,科技与媒体,37,space,空间；太空,outer space
Day 73,新词,科技与媒体,38,astronaut,宇航员,famous astronaut
Day 73,新词,科技与媒体,39,earth,地球,on earth
Day 73,新词,科技与媒体,40,moon,月亮,full moon
Day 73,新词,科技与媒体,41,star,星星,shining star
Day 73,新词,科技与媒体,42,universe,宇宙,the whole universe
Day 73,新词,科技与媒体,43,nature,自然,beauty of nature
Day 73,新词,科技与媒体,44,natural,自然的,natural beauty
Day 73,新词,科技与媒体,45,environment,环境,protect the environment
Day 73,新词,科技与媒体,46,news,新闻,watch the news
Day 73,新词,科技与媒体,47,film,电影,watch a film
Day 73,新词,科技与媒体,48,movie,电影,watch a movie
Day 73,新词,体育运动,1,sport,运动,play sport
Day 73,新词,体育运动,2,football,足球,play football
Day 73,新词,体育运动,3,soccer,足球,play soccer
Day 73,新词,体育运动,4,basketball,篮球,play basketball
Day 73,新词,体育运动,5,tennis,网球,play tennis
Day 73,新词,体育运动,6,baseball,棒球,play baseball
Day 73,新词,体育运动,7,volleyball,排球,play volleyball
Day 73,新词,体育运动,8,badminton,羽毛球,play badminton
Day 73,新词,体育运动,9,golf,高尔夫,play golf
Day 74,新词,体育运动,10,dive,潜水；跳水,dive into water
Day 74,新词,体育运动,11,race,赛跑；比赛,win a race
Day 74,新词,体育运动,12,skip,跳绳,skip rope
Day 74,新词,体育运动,13,ski,滑雪,go skiing
Day 74,新词,体育运动,14,cycle,骑自行车,cycle to school
Day 74,新词,体育运动,15,jog,慢跑,jog in the morning
Day 74,新词,体育运动,16,train,训练,train hard
Day 74,新词,体育运动,17,practice,练习,practice every day
Day 74,新词,体育运动,18,match,比赛,win a match
Day 74,新词,体育运动,19,game,比赛；游戏,play a game
Day 74,新词,体育运动,20,team,队,team spirit
Day 74,新词,体育运动,21,player,运动员,team player
Day 74,新词,体育运动,22,coach,教练,head coach
Day 74,新词,体育运动,23,fan,迷；粉丝,sports fan
Day 74,新词,体育运动,24,score,得分,score a goal
Day 74,新词,体育运动,25,win,赢,win the game
Day 74,新词,体育运动,26,lose,输,lose the match
Day 74,新词,体育运动,27,beat,打败,beat the opponent
Day 74,新词,体育运动,28,champion,冠军,world champion
Day 74,新词,体育运动,29,trophy,奖杯,win a trophy
Day 74,新词,体育运动,30,medal,奖牌,gold medal
Day 74,新词,体育运动,31,victory,胜利,a great victory
Day 74,新词,体育运动,32,defeat,失败,suffer defeat
Day 74,新词,体育运动,33,health,健康,good health
Day 74,新词,体育运动,34,fit,健康的,keep fit
Day 75,新词,体育运动,35,referee,裁判,be a referee
Day 75,新词,娱乐与艺术,1,music,音乐,listen to music
Day 75,新词,娱乐与艺术,2,song,歌曲,sing a song
Day 75,新词,娱乐与艺术,3,singer,歌手,pop singer
Day 75,新词,娱乐与艺术,4,dance,跳舞,dance to music
Day 75,新词,娱乐与艺术,5,dancer,舞者,ballet dancer
Day 75,新词,娱乐与艺术,6,concert,音乐会,go to a concert
Day 75,新词,娱乐与艺术,7,band,乐队,rock band
Day 75,新词,娱乐与艺术,8,instrument,乐器,play an instrument
Day 75,新词,娱乐与艺术,9,piano,钢琴,play the piano
Day 75,新词,娱乐与艺术,10,guitar,吉他,play the guitar
Day 75,新词,娱乐与艺术,11,violin,小提琴,play the violin
Day 75,新词,娱乐与艺术,12,drum,鼓,beat a drum
Day 75,新词,娱乐与艺术,13,audience,观众,a large audience
Day 75,新词,娱乐与艺术,14,ticket,票,buy a ticket
Day 75,新词,娱乐与艺术,15,stage,舞台,on the stage
Day 75,新词,娱乐与艺术,16,perform,表演,perform on stage
Day 75,新词,娱乐与艺术,17,actor,演员,movie actor
Day 75,新词,娱乐与艺术,18,drama,戏剧；剧本,TV drama
Day 75,新词,娱乐与艺术,19,art,艺术,modern art
Day 75,新词,娱乐与艺术,20,artist,艺术家,famous artist
Day 75,新词,娱乐与艺术,21,painting,画；绘画,a beautiful painting
Day 75,新词,娱乐与艺术,22,photo,照片,take a photo
Day 75,新词,娱乐与艺术,23,photograph,照片,black-and-white photograph
Day 75,新词,娱乐与艺术,24,story,故事,tell a story
Day 76,复习,语言与沟通复习,—,—,复习 18 词,看英文说中文
Day 76,复习,科技与媒体复习,—,—,复习 48 词,看英文说中文
Day 76,复习,体育运动复习,—,—,复习 35 词,看英文说中文
Day 76,复习,娱乐与艺术复习,—,—,复习 24 词,看英文说中文
Day 76,复习,模糊词回炉,—,"用户标""模糊""词",逐个过,只过不熟的
Day 76,复习,易混词辨析,—,本周期易混词 1,辨析,形近/义近对比
Day 76,复习,易混词辨析,—,本周期易混词 2,辨析,形近/义近对比
Day 76,复习,听写测试,—,本周期 125 词,听写,家长报中文孩子写英文
Day 77,休息,—,—,—,休息,—
Day 78,新词,娱乐与艺术,25,poem,诗,write a poem
Day 78,新词,娱乐与艺术,26,novel,小说,a famous novel
Day 78,新词,娱乐与艺术,27,writer,作家,famous writer
Day 78,新词,娱乐与艺术,28,library,图书馆,go to the library
Day 78,新词,娱乐与艺术,29,newspaper,报纸,read a newspaper
Day 78,新词,娱乐与艺术,30,magazine,杂志,weekly magazine
Day 78,新词,娱乐与艺术,31,article,文章,write an article
Day 78,新词,娱乐与艺术,32,report,报告,news report
Day 78,新词,娱乐与艺术,33,festival,节日；庆典,music festival
Day 78,新词,娱乐与艺术,34,holiday,假期；节日,summer holiday
Day 78,新词,娱乐与艺术,35,parade,游行,watch the parade
Day 78,新词,抽象概念,1,idea,主意；想法,good idea
Day 78,新词,抽象概念,2,thought,想法；思想,lost in thought
Day 78,新词,抽象概念,3,mind,思想；头脑,a sharp mind
Day 78,新词,抽象概念,4,memory,记忆,good memory
Day 78,新词,抽象概念,5,dream,梦想；梦,have a dream
Day 78,新词,抽象概念,6,hope,希望,full of hope
Day 78,新词,抽象概念,7,plan,计划,make a plan
Day 78,新词,抽象概念,8,problem,问题,big problem
Day 78,新词,抽象概念,9,question,问题,ask a question
Day 78,新词,抽象概念,10,answer,回答；答案,right answer
Day 78,新词,抽象概念,11,reason,原因；理由,the reason why
Day 78,新词,抽象概念,12,result,结果,good result
Day 78,新词,抽象概念,13,fact,事实,important fact
Day 78,新词,抽象概念,14,truth,事实；真相,tell the truth
Day 79,新词,抽象概念,15,knowledge,知识,gain knowledge
Day 79,新词,抽象概念,16,information,信息,useful information
Day 79,新词,抽象概念,17,example,例子,for example
Day 79,新词,抽象概念,18,method,方法,teaching method
Day 79,新词,抽象概念,19,way,方法；路,the right way
Day 79,新词,抽象概念,20,means,方法；手段,by no means
Day 79,新词,抽象概念,21,system,系统,solar system
Day 79,新词,抽象概念,22,rule,规则,follow the rules
Day 79,新词,抽象概念,23,law,法律；规律,obey the law
Day 79,新词,抽象概念,24,right,正确；权利,right and wrong
Day 79,新词,抽象概念,25,wrong,错误的,something wrong
Day 79,新词,抽象概念,26,true,真的,a true story
Day 79,新词,抽象概念,27,false,假的,false information
Day 79,新词,抽象概念,28,real,真的；真实的,real life
Day 79,新词,抽象概念,29,important,重要的,very important
Day 79,新词,抽象概念,30,difficult,困难的,a difficult problem
Day 79,新词,抽象概念,31,easy,容易的,very easy
Day 79,新词,抽象概念,32,possible,可能的,possible to do
Day 79,新词,抽象概念,33,necessary,必要的,if necessary
Day 79,新词,抽象概念,34,useful,有用的,useful tool
Day 79,新词,抽象概念,35,dangerous,危险的,dangerous road
Day 79,新词,抽象概念,36,safe,安全的,feel safe
Day 79,新词,抽象概念,37,type,类型,different types
Day 79,新词,抽象概念,38,kind,种类,all kinds of
Day 79,新词,抽象概念,39,quality,质量；品质,high quality
Day 80,新词,抽象概念,40,value,价值,great value
Day 80,新词,抽象概念,41,price,价格,high price
Day 80,新词,抽象概念,42,cost,花费,low cost
Day 80,新词,抽象概念,43,money,钱,save money
Day 80,新词,抽象概念,44,wealth,财富,great wealth
Day 80,新词,抽象概念,45,experience,经验；经历,rich experience
Day 80,新词,抽象概念,46,chance,机会,a good chance
Day 80,新词,抽象概念,47,opportunity,机会,miss an opportunity
Day 80,新词,抽象概念,48,advice,建议,good advice
Day 80,新词,抽象概念,49,suggestion,建议,make a suggestion
Day 80,新词,抽象概念,50,opinion,意见；看法,in my opinion
Day 80,新词,自然与地理,1,wood,木头,firewood
Day 80,新词,自然与地理,2,stone,石头,a big stone
Day 80,新词,自然与地理,3,water,水,drink water
Day 80,新词,自然与地理,4,fire,火,make a fire
Day 80,新词,自然与地理,5,ground,地面,on the ground
Day 80,新词,自然与地理,6,field,田地；场地,football field
Day 80,新词,自然与地理,7,forest,森林,dense forest
Day 80,新词,自然与地理,8,river,河流,flowing river
Day 80,新词,自然与地理,9,lake,湖,a big lake
Day 80,新词,自然与地理,10,sea,海,deep sea
Day 80,新词,自然与地理,11,mountain,山,mountain climbing
Day 80,新词,自然与地理,12,hill,小山,green hill
Day 80,新词,自然与地理,13,valley,山谷,a deep valley
Day 80,新词,自然与地理,14,island,岛,small island
Day 81,新词,自然与地理,15,desert,沙漠,Sahara Desert
Day 81,新词,自然与地理,16,beach,海滩,beautiful beach
Day 81,新词,自然与地理,17,ocean,海洋,deep ocean
Day 81,新词,自然与地理,18,wave,波浪,big waves
Day 81,新词,自然与地理,19,earthquake,地震,big earthquake
Day 81,新词,自然与地理,20,flood,洪水,river flood
Day 81,新词,自然与地理,21,storm,暴风雨,big storm
Day 81,新词,自然与地理,22,sky,天空,blue sky
Day 81,新词,自然与地理,23,soil,土壤,rich soil
Day 81,新词,自然与地理,24,sand,沙子,on the sand
Day 82,复习,娱乐与艺术复习,—,—,复习 11 词,看英文说中文
Day 82,复习,抽象概念复习,—,—,复习 50 词,看英文说中文
Day 82,复习,自然与地理复习,—,—,复习 24 词,看英文说中文
Day 82,复习,模糊词回炉,—,"用户标""模糊""词",逐个过,只过不熟的
Day 82,复习,易混词辨析,—,本周期易混词 1,辨析,形近/义近对比
Day 82,复习,易混词辨析,—,本周期易混词 2,辨析,形近/义近对比
Day 82,复习,听写测试,—,本周期 85 词,听写,家长报中文孩子写英文
Day 83,休息,—,—,—,休息,—
